date,value
2020-10-5 23-01-06,58.59
2020-10-5 23-01-07,58.59
2020-10-5 23-01-08,58.59
2020-10-5 23-01-09,58.59
2020-10-5 23-01-10,58.59
2020-10-5 23-01-11,58.59
2020-10-5 23-01-12,58.59
2020-10-5 23-01-13,58.59
2020-10-5 23-01-14,58.59
2020-10-5 23-01-15,58.59
2020-10-5 23-01-16,58.59
2020-10-5 23-01-17,58.59
2020-10-5 23-01-18,58.59
2020-10-5 23-01-19,58.59
2020-10-5 23-01-20,58.59
2020-10-5 23-01-21,58.59
2020-10-5 23-01-22,58.59
2020-10-5 23-01-23,58.59
2020-10-5 23-01-24,58.59
2020-10-5 23-01-25,58.59
2020-10-5 23-01-27,58.59
2020-10-5 23-01-28,58.59
2020-10-5 23-01-29,58.59
2020-10-5 23-01-30,58.59
2020-10-5 23-01-31,58.59
2020-10-5 23-01-32,58.59
2020-10-5 23-01-33,58.59
2020-10-5 23-01-34,58.59
2020-10-5 23-01-35,58.59
2020-10-5 23-01-36,58.59
2020-10-5 23-01-37,58.59
2020-10-5 23-01-38,58.59
2020-10-5 23-01-39,58.59
2020-10-5 23-01-41,58.59
2020-10-5 23-01-42,58.59
2020-10-5 23-01-43,58.59
2020-10-5 23-01-44,58.59
2020-10-5 23-01-45,58.59
2020-10-5 23-01-46,58.59
2020-10-5 23-01-47,58.59
2020-10-5 23-01-48,58.59
2020-10-5 23-01-49,58.59
2020-10-5 23-01-50,58.59
2020-10-5 23-01-51,58.59
2020-10-5 23-01-52,58.59
2020-10-5 23-01-54,58.59
2020-10-5 23-01-55,58.59
2020-10-5 23-01-56,58.59
2020-10-5 23-01-57,58.59
2020-10-5 23-01-58,58.59
2020-10-5 23-01-59,58.59
2020-10-5 23-02-00,58.59
2020-10-5 23-02-01,58.59
2020-10-5 23-02-02,58.59
2020-10-5 23-02-03,58.59
2020-10-5 23-02-04,58.59
2020-10-5 23-02-05,58.59
2020-10-5 23-02-06,58.59
2020-10-5 23-02-07,58.59
2020-10-5 23-02-08,58.59
2020-10-5 23-02-09,58.59
2020-10-5 23-02-10,58.59
2020-10-5 23-02-11,58.59
2020-10-5 23-02-12,58.59
2020-10-5 23-02-14,58.59
2020-10-5 23-02-15,58.59
2020-10-5 23-02-16,58.59
2020-10-5 23-02-17,58.59
2020-10-5 23-02-18,58.59
2020-10-5 23-02-19,58.59
2020-10-5 23-02-20,58.59
2020-10-5 23-02-21,58.59
2020-10-5 23-02-22,58.59
2020-10-5 23-02-23,58.59
2020-10-5 23-02-25,58.59
2020-10-5 23-02-26,58.59
2020-10-5 23-02-27,58.59
2020-10-5 23-02-28,58.59
2020-10-5 23-02-29,58.59
2020-10-5 23-02-30,58.59
2020-10-5 23-02-31,58.59
2020-10-5 23-02-32,58.59
2020-10-5 23-02-34,58.59
2020-10-5 23-02-35,58.59
2020-10-5 23-02-36,58.59
2020-10-5 23-02-37,58.59
2020-10-5 23-02-38,58.59
2020-10-5 23-02-39,58.59
2020-10-5 23-02-40,58.59
2020-10-5 23-02-41,58.59
2020-10-5 23-02-42,58.59
2020-10-5 23-02-43,58.59
2020-10-5 23-02-44,58.59
2020-10-5 23-02-45,58.59
2020-10-5 23-02-46,58.59
2020-10-5 23-02-47,58.59
2020-10-5 23-02-49,58.59
2020-10-5 23-02-50,58.59
2020-10-5 23-02-51,58.59
2020-10-5 23-02-52,58.59
2020-10-5 23-02-53,58.59
2020-10-5 23-02-54,58.59
2020-10-5 23-02-55,58.59
2020-10-5 23-02-56,58.59
2020-10-5 23-02-57,58.59
2020-10-5 23-02-58,58.59
2020-10-5 23-02-59,58.59
2020-10-5 23-03-01,58.59
2020-10-5 23-03-02,58.59
2020-10-5 23-03-03,55.07
2020-10-5 23-03-04,55.07
2020-10-5 23-03-05,55.07
2020-10-5 23-03-06,55.07
2020-10-5 23-03-07,55.07
2020-10-5 23-03-08,55.07
2020-10-5 23-03-09,55.07
2020-10-5 23-03-10,55.07
2020-10-5 23-03-11,55.07
2020-10-5 23-03-12,55.07
2020-10-5 23-03-13,55.07
2020-10-5 23-03-14,55.07
2020-10-5 23-03-15,55.07
2020-10-5 23-03-16,55.07
2020-10-5 23-03-17,55.07
2020-10-5 23-03-19,55.07
2020-10-5 23-03-20,55.07
2020-10-5 23-03-21,55.07
2020-10-5 23-03-22,55.07
2020-10-5 23-03-23,55.07
2020-10-5 23-03-24,55.07
2020-10-5 23-03-25,55.07
2020-10-5 23-03-26,55.07
2020-10-5 23-03-27,55.07
2020-10-5 23-03-28,55.07
2020-10-5 23-03-30,55.07
2020-10-5 23-03-31,55.07
2020-10-5 23-03-32,55.07
2020-10-5 23-03-33,55.07
2020-10-5 23-03-34,55.07
2020-10-5 23-03-35,55.07
2020-10-5 23-03-36,55.07
2020-10-5 23-03-37,55.07
2020-10-5 23-03-38,55.07
2020-10-5 23-03-39,55.07
2020-10-5 23-03-40,55.07
2020-10-5 23-03-41,55.07
2020-10-5 23-03-42,55.07
2020-10-5 23-03-43,55.07
2020-10-5 23-03-44,53.9
2020-10-5 23-03-45,53.9
2020-10-5 23-03-47,53.9
2020-10-5 23-03-48,53.9
2020-10-5 23-03-49,53.9
2020-10-5 23-03-50,50.39
2020-10-5 23-03-51,50.39
2020-10-5 23-03-52,50.39
2020-10-5 23-03-53,50.39
2020-10-5 23-03-54,50.39
2020-10-5 23-03-55,99.6
2020-10-5 23-03-56,99.6
2020-10-5 23-03-57,99.6
2020-10-5 23-03-58,99.6
2020-10-5 23-04-00,99.6
2020-10-5 23-04-01,99.6
2020-10-5 23-04-02,96.09
2020-10-5 23-04-03,96.09
2020-10-5 23-04-04,96.09
2020-10-5 23-04-05,96.09
2020-10-5 23-04-06,96.09
2020-10-5 23-04-07,96.09
2020-10-5 23-04-08,96.09
2020-10-5 23-04-09,48.04
2020-10-5 23-04-10,48.04
2020-10-5 23-04-11,48.04
2020-10-5 23-04-12,48.04
2020-10-5 23-04-13,48.04
2020-10-5 23-04-14,48.04
2020-10-5 23-04-15,48.04
2020-10-5 23-04-16,48.04
2020-10-5 23-04-17,48.04
2020-10-5 23-04-18,57.42
2020-10-5 23-04-20,80.85
2020-10-5 23-04-21,80.85
2020-10-5 23-04-22,80.85
2020-10-5 23-04-23,80.85
2020-10-5 23-04-24,50.39
2020-10-5 23-04-25,50.39
2020-10-5 23-04-26,77.34
2020-10-5 23-04-27,50.39
2020-10-5 23-04-28,51.56
2020-10-5 23-04-29,51.56
2020-10-5 23-04-30,51.56
2020-10-5 23-04-31,51.56
2020-10-5 23-04-32,51.56
2020-10-5 23-04-33,51.56
2020-10-5 23-04-34,56.25
2020-10-5 23-04-35,56.25
2020-10-5 23-04-36,56.25
2020-10-5 23-04-37,56.25
2020-10-5 23-04-38,56.25
2020-10-5 23-04-39,55.07
2020-10-5 23-04-41,55.07
2020-10-5 23-04-42,55.07
2020-10-5 23-04-43,55.07
2020-10-5 23-04-44,55.07
2020-10-5 23-04-45,55.07
2020-10-5 23-04-46,56.25
2020-10-5 23-04-47,56.25
2020-10-5 23-04-48,56.25
2020-10-5 23-04-49,56.25
2020-10-5 23-04-50,57.42
2020-10-5 23-04-51,57.42
2020-10-5 23-04-52,57.42
2020-10-5 23-04-53,57.42
2020-10-5 23-04-54,57.42
2020-10-5 23-04-55,52.73
2020-10-5 23-04-56,52.73
2020-10-5 23-04-58,52.73
2020-10-5 23-04-59,52.73
2020-10-5 23-05-00,52.73
2020-10-5 23-05-01,52.73
2020-10-5 23-05-02,52.73
2020-10-5 23-05-03,52.73
2020-10-5 23-05-04,52.73
2020-10-5 23-05-05,53.9
2020-10-5 23-05-06,53.9
2020-10-5 23-05-07,53.9
2020-10-5 23-05-08,53.9
2020-10-5 23-05-09,53.9
2020-10-5 23-05-10,53.9
2020-10-5 23-05-11,53.9
2020-10-5 23-05-13,53.9
2020-10-5 23-05-14,53.9
2020-10-5 23-05-15,53.9
2020-10-5 23-05-16,53.9
2020-10-5 23-05-17,55.07
2020-10-5 23-05-18,55.07
2020-10-5 23-05-19,55.07
2020-10-5 23-05-20,55.07
2020-10-5 23-05-21,55.07
2020-10-5 23-05-22,55.07
2020-10-5 23-05-23,55.07
2020-10-5 23-05-24,55.07
2020-10-5 23-05-25,55.07
2020-10-5 23-05-27,55.07
2020-10-5 23-05-28,55.07
2020-10-5 23-05-29,55.07
2020-10-5 23-05-30,55.07
2020-10-5 23-05-31,55.07
2020-10-5 23-05-32,55.07
2020-10-5 23-05-33,55.07
2020-10-5 23-05-34,53.9
2020-10-5 23-05-35,53.9
2020-10-5 23-05-36,53.9
2020-10-5 23-05-37,51.56
2020-10-5 23-05-38,51.56
2020-10-5 23-05-40,51.56
2020-10-5 23-05-41,51.56
2020-10-5 23-05-42,51.56
2020-10-5 23-05-43,51.56
2020-10-5 23-05-44,51.56
2020-10-5 23-05-45,51.56
2020-10-5 23-05-46,51.56
2020-10-5 23-05-47,51.56
2020-10-5 23-05-48,51.56
2020-10-5 23-05-49,51.56
2020-10-5 23-05-51,50.39
2020-10-5 23-05-52,50.39
2020-10-5 23-05-53,50.39
2020-10-5 23-05-54,50.39
2020-10-5 23-05-55,50.39
2020-10-5 23-05-56,49.21
2020-10-5 23-05-57,49.21
2020-10-5 23-05-58,49.21
2020-10-5 23-06-00,49.21
2020-10-5 23-06-01,52.73
2020-10-5 23-06-02,52.73
2020-10-5 23-06-03,52.73
2020-10-5 23-06-04,52.73
2020-10-5 23-06-05,52.73
2020-10-5 23-06-06,52.73
2020-10-5 23-06-07,52.73
2020-10-5 23-06-08,52.73
2020-10-5 23-06-09,52.73
2020-10-5 23-06-10,52.73
2020-10-5 23-06-11,52.73
2020-10-5 23-06-12,73.82
2020-10-5 23-06-13,73.82
2020-10-5 23-06-14,75
2020-10-5 23-06-15,73.82
2020-10-5 23-06-16,73.82
2020-10-5 23-06-17,73.82
2020-10-5 23-06-19,73.82
2020-10-5 23-06-20,73.82
2020-10-5 23-06-21,73.82
2020-10-5 23-06-22,62.1
2020-10-5 23-06-23,50.39
2020-10-5 23-06-24,50.39
2020-10-5 23-06-25,64.45
2020-10-5 23-06-26,64.45
2020-10-5 23-06-27,51.56
2020-10-5 23-06-28,51.56
2020-10-5 23-06-29,51.56
2020-10-5 23-06-30,51.56
2020-10-5 23-06-31,51.56
2020-10-5 23-06-32,51.56
2020-10-5 23-06-34,51.56
2020-10-5 23-06-35,96.09
2020-10-5 23-06-36,96.09
2020-10-5 23-06-37,59.76
2020-10-5 23-06-38,96.09
2020-10-5 23-06-39,99.6
2020-10-5 23-06-40,58.59
2020-10-5 23-06-41,59.76
2020-10-5 23-06-42,50.39
2020-10-5 23-06-43,50.39
2020-10-5 23-06-45,50.39
2020-10-5 23-06-46,59.76
2020-10-5 23-06-47,59.76
2020-10-5 23-06-48,59.76
2020-10-5 23-06-49,59.76
2020-10-5 23-06-50,59.76
2020-10-5 23-06-51,72.65
2020-10-5 23-06-52,55.07
2020-10-5 23-06-53,55.07
2020-10-5 23-06-54,55.07
2020-10-5 23-06-55,55.07
2020-10-5 23-06-56,55.07
2020-10-5 23-06-57,55.07
2020-10-5 23-06-58,55.07
2020-10-5 23-06-59,55.07
2020-10-5 23-07-00,55.07
2020-10-5 23-07-01,55.07
2020-10-5 23-07-02,55.07
2020-10-5 23-07-03,55.07
2020-10-5 23-07-04,55.07
2020-10-5 23-07-06,55.07
2020-10-5 23-07-07,55.07
2020-10-5 23-07-08,55.07
2020-10-5 23-07-09,55.07
2020-10-5 23-07-10,55.07
2020-10-5 23-07-11,55.07
2020-10-5 23-07-12,55.07
2020-10-5 23-07-13,55.07
2020-10-5 23-07-14,55.07
2020-10-5 23-07-15,55.07
2020-10-5 23-07-16,55.07
2020-10-5 23-07-17,55.07
2020-10-5 23-07-18,55.07
2020-10-5 23-07-19,55.07
2020-10-5 23-07-21,55.07
2020-10-5 23-07-22,55.07
2020-10-5 23-07-23,55.07
2020-10-5 23-07-24,55.07
2020-10-5 23-07-25,55.07
2020-10-5 23-07-26,55.07
2020-10-5 23-07-27,55.07
2020-10-5 23-07-28,55.07
2020-10-5 23-07-29,55.07
2020-10-5 23-07-30,55.07
2020-10-5 23-07-31,55.07
2020-10-5 23-07-32,55.07
2020-10-5 23-07-33,55.07
2020-10-5 23-07-34,55.07
2020-10-5 23-07-36,55.07
2020-10-5 23-07-37,55.07
2020-10-5 23-07-38,55.07
2020-10-5 23-07-39,50.39
2020-10-5 23-07-40,94.92
2020-10-5 23-07-41,94.92
2020-10-5 23-07-42,94.92
2020-10-5 23-07-43,93.75
2020-10-5 23-07-44,93.75
2020-10-5 23-07-45,94.92
2020-10-5 23-07-46,94.92
2020-10-5 23-07-47,94.92
2020-10-5 23-07-48,94.92
2020-10-5 23-07-49,94.92
2020-10-5 23-07-51,94.92
2020-10-5 23-07-52,94.92
2020-10-5 23-07-53,94.92
2020-10-5 23-07-54,96.09
2020-10-5 23-07-55,96.09
2020-10-5 23-07-56,96.09
2020-10-5 23-07-57,96.09
2020-10-5 23-07-58,82.03
2020-10-5 23-07-59,52.73
2020-10-5 23-08-00,52.73
2020-10-5 23-08-01,52.73
2020-10-5 23-08-02,52.73
2020-10-5 23-08-03,83.2
2020-10-5 23-08-04,83.2
2020-10-5 23-08-05,83.2
2020-10-5 23-08-07,58.59
2020-10-5 23-08-08,58.59
2020-10-5 23-08-09,53.9
2020-10-5 23-08-10,53.9
2020-10-5 23-08-11,57.42
2020-10-5 23-08-12,57.42
2020-10-5 23-08-13,57.42
2020-10-5 23-08-14,57.42
2020-10-5 23-08-15,58.59
2020-10-5 23-08-16,58.59
2020-10-5 23-08-17,58.59
2020-10-5 23-08-18,58.59
2020-10-5 23-08-19,57.42
2020-10-5 23-08-20,57.42
2020-10-5 23-08-22,57.42
2020-10-5 23-08-23,57.42
2020-10-5 23-08-24,57.42
2020-10-5 23-08-25,57.42
2020-10-5 23-08-26,57.42
2020-10-5 23-08-27,57.42
2020-10-5 23-08-28,57.42
2020-10-5 23-08-29,57.42
2020-10-5 23-08-30,57.42
2020-10-5 23-08-32,57.42
2020-10-5 23-08-33,57.42
2020-10-5 23-08-34,58.59
2020-10-5 23-08-35,58.59
2020-10-5 23-08-36,58.59
2020-10-5 23-08-38,58.59
2020-10-5 23-08-39,58.59
2020-10-5 23-08-40,97.26
2020-10-5 23-08-41,97.26
2020-10-5 23-08-42,58.59
2020-10-5 23-08-43,58.59
2020-10-5 23-08-44,92.57
2020-10-5 23-08-45,92.57
2020-10-5 23-08-46,92.57
2020-10-5 23-08-47,92.57
2020-10-5 23-08-49,92.57
2020-10-5 23-08-50,92.57
2020-10-5 23-08-51,92.57
2020-10-5 23-08-52,92.57
2020-10-5 23-08-53,52.73
2020-10-5 23-08-54,52.73
2020-10-5 23-08-55,52.73
2020-10-5 23-08-56,52.73
2020-10-5 23-08-57,52.73
2020-10-5 23-08-58,52.73
2020-10-5 23-09-00,91.4
2020-10-5 23-09-01,91.4
2020-10-5 23-09-02,91.4
2020-10-5 23-09-03,91.4
2020-10-5 23-09-04,91.4
2020-10-5 23-09-05,85.54
2020-10-5 23-09-06,85.54
2020-10-5 23-09-07,85.54
2020-10-5 23-09-08,85.54
2020-10-5 23-09-09,85.54
2020-10-5 23-09-10,84.37
2020-10-5 23-09-11,84.37
2020-10-5 23-09-12,84.37
2020-10-5 23-09-14,84.37
2020-10-5 23-09-15,85.54
2020-10-5 23-09-16,85.54
2020-10-5 23-09-17,85.54
2020-10-5 23-09-18,85.54
2020-10-5 23-09-19,84.37
2020-10-5 23-09-20,84.37
2020-10-5 23-09-21,84.37
2020-10-5 23-09-22,84.37
2020-10-5 23-09-23,84.37
2020-10-5 23-09-24,84.37
2020-10-5 23-09-25,84.37
2020-10-5 23-09-26,56.25
2020-10-5 23-09-27,56.25
2020-10-5 23-09-28,56.25
2020-10-5 23-09-29,56.25
2020-10-5 23-09-31,99.6
2020-10-5 23-09-32,99.6
2020-10-5 23-09-33,93.75
2020-10-5 23-09-34,56.25
2020-10-5 23-09-35,56.25
2020-10-5 23-09-36,98.43
2020-10-5 23-09-37,98.43
2020-10-5 23-09-38,98.43
2020-10-5 23-09-39,99.6
2020-10-5 23-09-40,99.6
2020-10-5 23-09-41,99.6
2020-10-5 23-09-42,99.6
2020-10-5 23-09-44,99.6
2020-10-5 23-09-45,99.6
2020-10-5 23-09-46,99.6
2020-10-5 23-09-47,99.6
2020-10-5 23-09-48,99.6
2020-10-5 23-09-49,99.6
2020-10-5 23-09-50,99.6
2020-10-5 23-09-51,99.6
2020-10-5 23-09-52,99.6
2020-10-5 23-09-53,99.6
2020-10-5 23-09-54,52.73
2020-10-5 23-09-55,51.56
2020-10-5 23-09-57,51.56
2020-10-5 23-09-58,51.56
2020-10-5 23-09-59,51.56
2020-10-5 23-10-00,51.56
2020-10-5 23-10-01,51.56
2020-10-5 23-10-02,51.56
2020-10-5 23-10-03,51.56
2020-10-5 23-10-04,51.56
2020-10-5 23-10-05,51.56
2020-10-5 23-10-06,51.56
2020-10-5 23-10-07,51.56
2020-10-5 23-10-08,51.56
2020-10-5 23-10-09,51.56
2020-10-5 23-10-10,51.56
2020-10-5 23-10-11,51.56
2020-10-5 23-10-12,51.56
2020-10-5 23-10-13,51.56
2020-10-5 23-10-15,51.56
2020-10-5 23-10-16,51.56
2020-10-5 23-10-17,51.56
2020-10-5 23-10-18,51.56
2020-10-5 23-10-19,51.56
2020-10-5 23-10-20,51.56
2020-10-5 23-10-21,51.56
2020-10-5 23-10-22,51.56
2020-10-5 23-10-23,51.56
2020-10-5 23-10-24,51.56
2020-10-5 23-10-25,51.56
2020-10-5 23-10-26,51.56
2020-10-5 23-10-27,51.56
2020-10-5 23-10-29,51.56
2020-10-5 23-10-30,51.56
2020-10-5 23-10-31,51.56
2020-10-5 23-10-32,51.56
2020-10-5 23-10-33,98.43
2020-10-5 23-10-34,98.43
2020-10-5 23-10-35,50.39
2020-10-5 23-10-36,50.39
2020-10-5 23-10-37,50.39
2020-10-5 23-10-38,50.39
2020-10-5 23-10-39,50.39
2020-10-5 23-10-41,50.39
2020-10-5 23-10-42,50.39
2020-10-5 23-10-43,50.39
2020-10-5 23-10-44,50.39
2020-10-5 23-10-45,50.39
2020-10-5 23-10-46,50.39
2020-10-5 23-10-47,50.39
2020-10-5 23-10-48,50.39
2020-10-5 23-10-49,50.39
2020-10-5 23-10-50,50.39
2020-10-5 23-10-51,50.39
2020-10-5 23-10-52,50.39
2020-10-5 23-10-53,50.39
2020-10-5 23-10-54,50.39
2020-10-5 23-10-55,50.39
2020-10-5 23-10-56,50.39
2020-10-5 23-10-57,50.39
2020-10-5 23-10-58,50.39
2020-10-5 23-10-59,50.39
2020-10-5 23-11-01,50.39
2020-10-5 23-11-02,50.39
2020-10-5 23-11-03,50.39
2020-10-5 23-11-04,50.39
2020-10-5 23-11-05,50.39
2020-10-5 23-11-06,50.39
2020-10-5 23-11-07,50.39
2020-10-5 23-11-08,50.39
2020-10-5 23-11-09,50.39
2020-10-5 23-11-10,50.39
2020-10-5 23-11-11,50.39
2020-10-5 23-11-12,50.39
2020-10-5 23-11-13,50.39
2020-10-5 23-11-14,50.39
2020-10-5 23-11-15,50.39
2020-10-5 23-11-16,50.39
2020-10-5 23-11-17,50.39
2020-10-5 23-11-19,50.39
2020-10-5 23-11-20,50.39
2020-10-5 23-11-21,50.39
2020-10-5 23-11-22,50.39
2020-10-5 23-11-23,50.39
2020-10-5 23-11-24,50.39
2020-10-5 23-11-25,50.39
2020-10-5 23-11-26,50.39
2020-10-5 23-11-27,50.39
2020-10-5 23-11-28,50.39
2020-10-5 23-11-29,50.39
2020-10-5 23-11-30,50.39
2020-10-5 23-11-31,70.31
2020-10-5 23-11-32,70.31
2020-10-5 23-11-33,70.31
2020-10-5 23-11-34,70.31
2020-10-5 23-11-36,70.31
2020-10-5 23-11-37,70.31
2020-10-5 23-11-38,70.31
2020-10-5 23-11-39,70.31
2020-10-5 23-11-40,70.31
2020-10-5 23-11-41,70.31
2020-10-5 23-11-42,70.31
2020-10-5 23-11-43,70.31
2020-10-5 23-11-44,70.31
2020-10-5 23-11-45,70.31
2020-10-5 23-11-46,70.31
2020-10-5 23-11-47,70.31
2020-10-5 23-11-49,70.31
2020-10-5 23-11-50,70.31
2020-10-5 23-11-51,70.31
2020-10-5 23-11-52,70.31
2020-10-5 23-11-53,70.31
2020-10-5 23-11-54,70.31
2020-10-5 23-11-55,66.79
2020-10-5 23-11-56,66.79
2020-10-5 23-11-57,66.79
2020-10-5 23-11-58,66.79
2020-10-5 23-11-59,66.79
2020-10-5 23-12-00,66.79
2020-10-5 23-12-01,66.79
2020-10-5 23-12-02,66.79
2020-10-5 23-12-04,66.79
2020-10-5 23-12-05,66.79
2020-10-5 23-12-06,66.79
2020-10-5 23-12-07,66.79
2020-10-5 23-12-08,66.79
2020-10-5 23-12-09,66.79
2020-10-5 23-12-10,66.79
2020-10-5 23-12-11,66.79
2020-10-5 23-12-12,66.79
2020-10-5 23-12-13,66.79
2020-10-5 23-12-14,66.79
2020-10-5 23-12-16,66.79
2020-10-5 23-12-17,66.79
2020-10-5 23-12-18,66.79
2020-10-5 23-12-19,66.79
2020-10-5 23-12-20,66.79
2020-10-5 23-12-21,56.25
2020-10-5 23-12-22,65.62
2020-10-5 23-12-23,65.62
2020-10-5 23-12-24,65.62
2020-10-5 23-12-25,65.62
2020-10-5 23-12-26,65.62
2020-10-5 23-12-27,65.62
2020-10-5 23-12-28,64.45
2020-10-5 23-12-29,64.45
2020-10-5 23-12-30,64.45
2020-10-5 23-12-31,64.45
2020-10-5 23-12-32,64.45
2020-10-5 23-12-34,64.45
2020-10-5 23-12-35,64.45
2020-10-5 23-12-36,64.45
2020-10-5 23-12-37,64.45
2020-10-5 23-12-38,64.45
2020-10-5 23-12-39,64.45
2020-10-5 23-12-40,64.45
2020-10-5 23-12-41,64.45
2020-10-5 23-12-43,64.45
2020-10-5 23-12-44,64.45
2020-10-5 23-12-45,64.45
2020-10-5 23-12-46,64.45
2020-10-5 23-12-47,64.45
2020-10-5 23-12-48,49.21
2020-10-5 23-12-49,63.28
2020-10-5 23-12-50,63.28
2020-10-5 23-12-51,63.28
2020-10-5 23-12-52,63.28
2020-10-5 23-12-53,63.28
2020-10-5 23-12-54,63.28
2020-10-5 23-12-55,63.28
2020-10-5 23-12-56,93.75
2020-10-5 23-12-57,93.75
2020-10-5 23-12-59,93.75
2020-10-5 23-13-00,93.75
2020-10-5 23-13-01,93.75
2020-10-5 23-13-02,93.75
2020-10-5 23-13-03,93.75
2020-10-5 23-13-04,93.75
2020-10-5 23-13-05,93.75
2020-10-5 23-13-06,93.75
2020-10-5 23-13-07,93.75
2020-10-5 23-13-08,93.75
2020-10-5 23-13-09,93.75
2020-10-5 23-13-10,93.75
2020-10-5 23-13-12,93.75
2020-10-5 23-13-13,93.75
2020-10-5 23-13-14,93.75
2020-10-5 23-13-15,93.75
2020-10-5 23-13-16,93.75
2020-10-5 23-13-17,94.92
2020-10-5 23-13-18,94.92
2020-10-5 23-13-19,94.92
2020-10-5 23-13-20,94.92
2020-10-5 23-13-21,94.92
2020-10-5 23-13-22,94.92
2020-10-5 23-13-23,94.92
2020-10-5 23-13-24,94.92
2020-10-5 23-13-26,94.92
2020-10-5 23-13-27,94.92
2020-10-5 23-13-28,94.92
2020-10-5 23-13-29,94.92
2020-10-5 23-13-30,56.25
2020-10-5 23-13-31,56.25
2020-10-5 23-13-32,56.25
2020-10-5 23-13-33,56.25
2020-10-5 23-13-34,56.25
2020-10-5 23-13-35,56.25
2020-10-5 23-13-36,56.25
2020-10-5 23-13-38,55.07
2020-10-5 23-13-39,55.07
2020-10-5 23-13-40,56.25
2020-10-5 23-13-41,56.25
2020-10-5 23-13-42,55.07
2020-10-5 23-13-43,55.07
2020-10-5 23-13-44,55.07
2020-10-5 23-13-45,55.07
2020-10-5 23-13-46,55.07
2020-10-5 23-13-47,55.07
2020-10-5 23-13-48,55.07
2020-10-5 23-13-49,55.07
2020-10-5 23-13-50,55.07
2020-10-5 23-13-51,55.07
2020-10-5 23-13-52,55.07
2020-10-5 23-13-53,55.07
2020-10-5 23-13-54,55.07
2020-10-5 23-13-56,55.07
2020-10-5 23-13-57,55.07
2020-10-5 23-13-58,53.9
2020-10-5 23-13-59,53.9
2020-10-5 23-14-00,53.9
2020-10-5 23-14-01,53.9
2020-10-5 23-14-02,53.9
2020-10-5 23-14-03,53.9
2020-10-5 23-14-04,53.9
2020-10-5 23-14-05,53.9
2020-10-5 23-14-06,53.9
2020-10-5 23-14-07,53.9
2020-10-5 23-14-08,53.9
2020-10-5 23-14-10,53.9
2020-10-5 23-14-11,53.9
2020-10-5 23-14-12,53.9
2020-10-5 23-14-13,53.9
2020-10-5 23-14-14,53.9
2020-10-5 23-14-15,53.9
2020-10-5 23-14-16,53.9
2020-10-5 23-14-17,53.9
2020-10-5 23-14-18,53.9
2020-10-5 23-14-19,53.9
2020-10-5 23-14-20,80.85
2020-10-5 23-14-21,69.14
2020-10-5 23-14-22,69.14
2020-10-5 23-14-23,69.14
2020-10-5 23-14-25,69.14
2020-10-5 23-14-26,69.14
2020-10-5 23-14-27,69.14
2020-10-5 23-14-28,69.14
2020-10-5 23-14-29,69.14
2020-10-5 23-14-30,69.14
2020-10-5 23-14-31,69.14
2020-10-5 23-14-32,69.14
2020-10-5 23-14-33,63.28
2020-10-5 23-14-34,63.28
2020-10-5 23-14-35,69.14
2020-10-5 23-14-36,69.14
2020-10-5 23-14-37,69.14
2020-10-5 23-14-39,69.14
2020-10-5 23-14-40,69.14
2020-10-5 23-14-41,69.14
2020-10-5 23-14-42,69.14
2020-10-5 23-14-43,69.14
